"","ISO3","AGE_BANDS","inc_band_per100k","WHO_R","tbi_prev","tbi_prev_low","tbi_prev_hi"
"922","WSM","25-54","0-9","WPRO",0.0485893294555132,0.0394476102387386,0.0599687049787847
"923","WSM","55-64","0-9","WPRO",0.103070581707694,0.0768855338519559,0.136816567278514
"924","WSM","65+","0-9","WPRO",0.219900734541711,0.144889937777427,0.332405274514342
"925","YEM","0-14","30-49","EMRO",0.00998070942187469,0.00888042513049301,0.0111482962478601
"926","YEM","15-24","30-49","EMRO",0.0394680142139407,0.0364391414821047,0.0431241071735122
"927","YEM","25-54","30-49","EMRO",0.273582027619788,0.182356727858219,0.396480272597337
"928","YEM","55-64","30-49","EMRO",0.727854318291857,0.41457045793109,0.935490558736368
"929","YEM","65+","30-49","EMRO",0.898930052049318,0.589864485522497,0.981582505905495
"930","ZAF","0-14","200+","AFR-High",0.0759860422645624,0.0686697303846958,0.0844933587741188
"931","ZAF","15-24","200+","AFR-High",0.109382303800725,0.101207012087937,0.117972879957833
"932","ZAF","25-54","200+","AFR-High",0.198950757462899,0.160561503035964,0.269824751775501
"933","ZAF","55-64","200+","AFR-High",0.22314987764472,0.149298041164845,0.421531485032041
"934","ZAF","65+","200+","AFR-High",0.204087161441387,0.116598629980995,0.478306617511751
"935","ZMB","0-14","200+","AFR-High",0.0421845407233189,0.0375660528190814,0.0476617317031604
"936","ZMB","15-24","200+","AFR-High",0.115332193054176,0.105465124988297,0.125611411608449
"937","ZMB","25-54","200+","AFR-High",0.40808395528013,0.27001729165292,0.53912833320202
"938","ZMB","55-64","200+","AFR-High",0.728887505852509,0.407224089119397,0.907916696952429
"939","ZMB","65+","200+","AFR-High",0.853480113105004,0.450615300557026,0.967507128933523
"940","ZWE","0-14","200+","AFR-High",0.0314215545943912,0.0281606706283865,0.0354748742460122
"941","ZWE","15-24","200+","AFR-High",0.0911012000565948,0.0835594395779985,0.0988811319187056
"942","ZWE","25-54","200+","AFR-High",0.230444453481546,0.179381380170961,0.306050962270025
"943","ZWE","55-64","200+","AFR-High",0.333693714031852,0.198436324402237,0.542858264725983
"944","ZWE","65+","200+","AFR-High",0.375567530592417,0.175252849844737,0.685975453089062
